,date_time,maxtempC,mintempC,tempC,FeelsLikeC,windspeedKmph,WindGustKmph,cloudcover,uvIndex,pressure,humidity
0,2009-01-01,31.0,17.0,22.541666666666668,22.208333333333332,4.5,11.083333333333334,0.625,6.0,1012.7916666666666,37.875
1,2009-01-02,30.0,17.0,22.125,22.0,5.458333333333333,11.833333333333334,3.8333333333333335,6.0,1013.75,44.0
2,2009-01-03,30.0,17.0,22.583333333333332,22.625,3.75,9.375,3.7916666666666665,6.0,1014.7083333333334,47.791666666666664
3,2009-01-04,30.0,15.0,22.208333333333332,22.25,2.9166666666666665,8.125,5.5,6.0,1013.5833333333334,52.791666666666664
4,2009-01-05,30.0,15.0,22.458333333333332,22.416666666666668,4.791666666666667,10.5,7.125,6.0,1011.7916666666666,51.833333333333336
5,2009-01-06,29.0,16.0,22.25,22.166666666666668,5.25,10.0,2.0,6.0,1011.8333333333334,47.583333333333336
6,2009-01-07,28.0,16.0,22.041666666666668,22.041666666666668,4.208333333333333,10.083333333333334,26.416666666666668,6.0,1012.6666666666666,40.125
7,2009-01-08,29.0,19.0,22.958333333333332,23.0,5.416666666666667,10.625,23.875,6.0,1014.4583333333334,42.541666666666664
8,2009-01-09,28.0,19.0,22.875,23.25,5.208333333333333,10.208333333333334,29.458333333333332,6.0,1015.625,54.625
9,2009-01-10,30.0,19.0,23.875,24.5,4.958333333333333,10.0,29.25,6.0,1014.9583333333334,54.708333333333336
10,2009-01-11,30.0,20.0,24.541666666666668,24.791666666666668,4.333333333333333,10.208333333333334,25.791666666666668,6.0,1015.0,44.666666666666664
11,2009-01-12,31.0,20.0,24.416666666666668,24.416666666666668,3.8333333333333335,9.875,15.708333333333334,6.0,1016.9166666666666,43.208333333333336
12,2009-01-13,30.0,18.0,23.25,23.125,7.25,13.791666666666666,5.0,6.0,1018.1666666666666,40.791666666666664
13,2009-01-14,31.0,19.0,23.666666666666668,23.541666666666668,8.291666666666666,15.5,3.5833333333333335,6.0,1018.4166666666666,37.125
14,2009-01-15,30.0,19.0,23.5,23.416666666666668,8.708333333333334,17.916666666666668,2.5,6.0,1017.5416666666666,36.791666666666664
15,2009-01-16,30.0,19.0,23.5,23.416666666666668,7.958333333333333,14.541666666666666,2.0416666666666665,6.0,1017.0833333333334,38.166666666666664
16,2009-01-17,30.0,19.0,23.291666666666668,23.125,5.291666666666667,10.75,9.75,6.0,1015.5833333333334,41.208333333333336
17,2009-01-18,31.0,18.0,23.75,23.583333333333332,6.125,12.166666666666666,3.25,6.0,1014.375,40.25
18,2009-01-19,31.0,19.0,24.166666666666668,24.166666666666668,6.875,13.708333333333334,0.875,6.0,1014.2083333333334,35.5
19,2009-01-20,32.0,18.0,24.041666666666668,23.833333333333332,6.666666666666667,13.916666666666666,2.7083333333333335,6.0,1013.875,29.75
20,2009-01-21,33.0,19.0,24.625,24.25,4.791666666666667,12.25,1.7083333333333333,6.0,1013.75,30.125
21,2009-01-22,32.0,19.0,24.458333333333332,24.166666666666668,4.416666666666667,11.75,5.666666666666667,6.0,1012.75,32.375
22,2009-01-23,33.0,19.0,25.25,24.708333333333332,7.083333333333333,14.291666666666666,2.7083333333333335,7.0,1011.875,26.916666666666668
23,2009-01-24,32.0,18.0,24.291666666666668,23.666666666666668,4.708333333333333,10.375,44.0,6.0,1011.5416666666666,24.291666666666668
24,2009-01-25,33.0,17.0,24.791666666666668,24.333333333333332,3.7916666666666665,9.416666666666666,24.333333333333332,6.0,1011.875,30.583333333333332
25,2009-01-26,35.0,19.0,25.708333333333332,25.25,5.041666666666667,11.041666666666666,0.0,7.0,1012.0833333333334,30.916666666666668
26,2009-01-27,34.0,19.0,25.791666666666668,25.375,4.791666666666667,10.791666666666666,0.625,7.0,1012.2916666666666,32.166666666666664
27,2009-01-28,34.0,20.0,25.5,25.041666666666668,4.833333333333333,10.375,2.0,7.0,1011.9583333333334,30.875
28,2009-01-29,34.0,19.0,25.708333333333332,25.041666666666668,4.5,10.083333333333334,5.0,7.0,1012.2916666666666,28.208333333333332
29,2009-01-30,35.0,21.0,26.375,25.958333333333332,4.833333333333333,11.333333333333334,6.041666666666667,7.0,1011.875,29.208333333333332
30,2009-01-31,35.0,21.0,27.0,26.625,4.625,10.041666666666666,3.6666666666666665,7.0,1011.75,29.0
31,2009-02-01,34.0,19.0,26.375,25.916666666666668,5.625,10.708333333333334,1.375,7.0,1012.9166666666666,25.125
32,2009-02-02,34.0,20.0,26.333333333333332,25.75,5.666666666666667,11.625,0.0,7.0,1013.8333333333334,21.041666666666668
33,2009-02-03,33.0,20.0,25.416666666666668,24.875,5.916666666666667,11.375,0.0,7.0,1013.5833333333334,25.0
34,2009-02-04,33.0,19.0,24.791666666666668,24.166666666666668,5.708333333333333,11.0,0.25,6.0,1013.7916666666666,28.625
35,2009-02-05,32.0,16.0,23.708333333333332,23.125,5.291666666666667,10.208333333333334,0.0,6.0,1013.9583333333334,34.375
36,2009-02-06,34.0,16.0,24.833333333333332,24.333333333333332,4.458333333333333,10.666666666666666,0.0,6.0,1013.8333333333334,30.833333333333332
37,2009-02-07,34.0,20.0,25.791666666666668,25.291666666666668,5.083333333333333,11.75,1.625,7.0,1012.9166666666666,25.0
38,2009-02-08,35.0,19.0,26.458333333333332,25.875,4.708333333333333,11.583333333333334,3.0,7.0,1013.875,27.0
39,2009-02-09,34.0,20.0,26.166666666666668,25.666666666666668,5.541666666666667,12.375,4.541666666666667,7.0,1013.875,25.25
40,2009-02-10,32.0,19.0,24.25,23.708333333333332,8.333333333333334,15.875,6.583333333333333,6.0,1013.2083333333334,28.208333333333332
41,2009-02-11,31.0,17.0,23.166666666666668,22.625,5.166666666666667,11.25,0.0,6.0,1012.9166666666666,37.041666666666664
42,2009-02-12,32.0,17.0,23.5,22.875,6.208333333333333,11.166666666666666,0.0,6.0,1012.6666666666666,32.958333333333336
43,2009-02-13,32.0,16.0,23.208333333333332,22.666666666666668,5.791666666666667,10.75,0.5833333333333334,6.0,1011.8333333333334,40.458333333333336
44,2009-02-14,32.0,16.0,23.583333333333332,23.166666666666668,5.375,10.833333333333334,3.25,6.0,1011.875,43.458333333333336
45,2009-02-15,34.0,19.0,25.791666666666668,25.333333333333332,4.541666666666667,10.333333333333334,2.2916666666666665,7.0,1011.3333333333334,33.708333333333336
46,2009-02-16,34.0,20.0,26.041666666666668,25.75,5.791666666666667,12.541666666666666,4.5,7.0,1011.5833333333334,29.291666666666668
47,2009-02-17,32.0,20.0,26.166666666666668,26.125,5.916666666666667,13.166666666666666,19.166666666666668,7.0,1011.5833333333334,36.291666666666664
48,2009-02-18,34.0,20.0,26.625,26.333333333333332,4.541666666666667,11.541666666666666,8.833333333333334,7.0,1011.5,32.541666666666664
49,2009-02-19,35.0,21.0,27.25,26.75,4.625,12.25,5.375,7.0,1010.125,26.375
50,2009-02-20,35.0,22.0,27.458333333333332,27.041666666666668,6.583333333333333,12.958333333333334,4.541666666666667,7.0,1011.75,27.208333333333332
51,2009-02-21,36.0,21.0,27.583333333333332,27.125,5.583333333333333,12.833333333333334,4.583333333333333,7.0,1012.125,28.333333333333332
52,2009-02-22,37.0,22.0,28.25,28.125,5.25,10.625,2.3333333333333335,7.0,1009.625,28.875
53,2009-02-23,37.0,20.0,28.25,27.625,4.5,11.583333333333334,2.4583333333333335,7.0,1010.2083333333334,27.208333333333332
54,2009-02-24,35.0,21.0,27.0,26.458333333333332,8.291666666666666,14.625,0.0,7.0,1011.25,24.458333333333332
55,2009-02-25,36.0,19.0,26.958333333333332,26.583333333333332,5.583333333333333,11.458333333333334,0.0,7.0,1010.5416666666666,32.291666666666664
56,2009-02-26,38.0,21.0,28.958333333333332,28.541666666666668,4.208333333333333,10.166666666666666,0.0,7.0,1010.0,26.291666666666668
57,2009-02-27,38.0,23.0,29.875,29.125,5.916666666666667,13.125,0.0,7.0,1010.9583333333334,18.625
58,2009-02-28,38.0,23.0,29.75,28.708333333333332,5.583333333333333,12.875,0.0,7.0,1010.75,18.541666666666668
59,2009-03-01,38.0,23.0,29.833333333333332,28.916666666666668,4.375,11.916666666666666,0.0,7.0,1010.5833333333334,22.375
60,2009-03-02,38.0,23.0,30.041666666666668,29.0,5.166666666666667,11.791666666666666,0.0,8.0,1010.75,18.5
61,2009-03-03,39.0,23.0,30.333333333333332,29.458333333333332,4.041666666666667,12.958333333333334,0.0,8.0,1010.125,17.291666666666668
62,2009-03-04,39.0,23.0,29.666666666666668,29.041666666666668,6.0,12.875,0.0,7.0,1010.125,20.208333333333332
63,2009-03-05,38.0,22.0,28.791666666666668,28.5,6.125,12.666666666666666,0.0,7.0,1010.5416666666666,26.25
64,2009-03-06,37.0,22.0,28.708333333333332,28.25,6.083333333333333,12.25,1.125,7.0,1011.0833333333334,24.708333333333332
65,2009-03-07,38.0,22.0,28.708333333333332,28.166666666666668,5.875,15.291666666666666,0.0,7.0,1010.5833333333334,20.208333333333332
66,2009-03-08,37.0,22.0,28.333333333333332,27.625,6.583333333333333,12.541666666666666,1.2916666666666667,7.0,1009.4583333333334,24.333333333333332
67,2009-03-09,36.0,21.0,27.833333333333332,27.25,6.333333333333333,12.083333333333334,7.375,7.0,1010.5,33.666666666666664
68,2009-03-10,37.0,23.0,29.166666666666668,28.541666666666668,7.0,13.125,6.625,7.0,1010.875,24.958333333333332
69,2009-03-11,35.0,24.0,29.375,28.708333333333332,4.958333333333333,10.541666666666666,6.416666666666667,7.0,1011.7916666666666,29.666666666666668
70,2009-03-12,34.0,25.0,29.125,28.083333333333332,4.583333333333333,11.375,5.75,7.0,1010.9166666666666,24.25
71,2009-03-13,33.0,23.0,27.125,26.75,5.791666666666667,11.583333333333334,28.75,7.0,1013.125,37.166666666666664
72,2009-03-14,33.0,20.0,25.291666666666668,25.916666666666668,7.333333333333333,14.791666666666666,36.916666666666664,7.0,1014.125,58.166666666666664
73,2009-03-15,34.0,22.0,27.041666666666668,27.458333333333332,5.416666666666667,12.041666666666666,9.791666666666666,7.0,1012.0416666666666,50.958333333333336
74,2009-03-16,35.0,22.0,28.0,27.583333333333332,4.916666666666667,10.833333333333334,3.3333333333333335,7.0,1010.375,37.083333333333336
75,2009-03-17,37.0,22.0,28.708333333333332,28.25,5.291666666666667,11.583333333333334,1.9166666666666667,7.0,1009.9166666666666,23.125
76,2009-03-18,37.0,23.0,29.041666666666668,28.375,6.666666666666667,14.458333333333334,1.9166666666666667,7.0,1010.625,24.541666666666668
77,2009-03-19,36.0,23.0,28.291666666666668,27.791666666666668,6.583333333333333,15.458333333333334,3.2083333333333335,7.0,1010.7083333333334,31.458333333333332
78,2009-03-20,36.0,22.0,27.791666666666668,27.666666666666668,8.458333333333334,14.083333333333334,2.2083333333333335,7.0,1010.4583333333334,38.375
79,2009-03-21,35.0,20.0,27.041666666666668,27.0,6.833333333333333,14.333333333333334,0.25,7.0,1010.7083333333334,40.25
80,2009-03-22,37.0,20.0,28.375,27.916666666666668,4.291666666666667,10.75,0.8333333333333334,7.0,1009.5,34.666666666666664
81,2009-03-23,36.0,24.0,28.916666666666668,28.25,4.875,11.0,5.375,7.0,1010.0833333333334,27.708333333333332
82,2009-03-24,36.0,25.0,29.166666666666668,28.833333333333332,5.166666666666667,10.125,13.0,7.0,1011.7083333333334,34.875
